use,keyword,pref_label,synonyms,definition,class
,rate,Rate,"('Rate',)","('A measurement of degree, speed, or frequency relative to time.',)",Thesaurus:C25636
,rate,rate,(),"(""A quality of a single process inhering in a bearer by virtue of the bearer's occurrence per unit time."",)",PATO:0000161
,rate,rate,(),"('<ncicp:ComplexDefinition xmlns:ncicp=""http://ncicb.nci.nih.gov/xml/owl/EVS/ComplexProperties.xsd#""><ncicp:def-definition>A realizable entity which inheres in a continuant or a group of continuants under certain conditions, and it is realized through the occurrence of a process, activity or interaction per unit time.</ncicp:def-definition><ncicp:Definition_Review_Date>100429</ncicp:Definition_Review_Date><ncicp:def-source>NPO</ncicp:def-source><ncicp:Definition_Reviewer_Name>Dennis Thomas</ncicp:Definition_Reviewer_Name></ncicp:ComplexDefinition>',)",http://purl.bioontology.org/ontology/npo#NPO:1308
,rate,rate,(),"('A measure of the magnitude of change of some participating entity per amount of time relative to other processes having similar changes. [Allotrope]',)",http://purl.allotrope.org/ontologies/result#AFR:0000954
y,rate,rate,(),"('A ratio in which the numerator represents any quantity and the denominator represents an interval of time.',)",STATO:0000645
y,rate unit,rate unit,(),"('""A unit which represents a standard measurement occurrence of a process per unit time."" [UOC:GVG]',)",UO:0000280
,ratio,Ratio,"('RATIO', 'Ratio', 'ratio', '{RATIO}', '{Ratio}')","('Quotient of quantities of the same kind for different components within the same system.',)",Thesaurus:C44256
,ratio,Ratio,"('RATIO', 'Ratio', 'ratio', '{RATIO}', '{Ratio}')","('Quotient of quantities of the same kind for different components within the same system.',)",Thesaurus:C44256
,ratio,proportionality to,"('proportion', 'proportionality', 'ratio', 'quotient')","('Examples: height to weight; brain size to body size. These could all be children of proportionality. Proportions can be measured as ratios. Some measures may be dimensionless. Not all ratios measure proportionality, eg m/s measures velocity which is not a proportion in the sense defined above, it is a quality in its own right.',)",http://purl.org/obo/owl/PATO#PATO:0001470
,ratio,proportionality to,"('rate', 'proportionality', 'proportion', 'quotient', 'ratio')","(""A quality inhering in a bearer by virtue of the bearer's magnitude in respect to a related entity."", 'Examples: height to weight; brain size to body size. These could all be children of proportionality. Proportions can be measured as ratios. Some measures may be dimensionless. Not all ratios measure proportionality, eg m/s measures velocity which is not a proportion in the sense defined above, it is a quality in its own right.')",PATO:0001470
,ratio,ratio,"('rate', 'proportionality', 'proportionality to', 'proportion', 'quotient')","(""A quality inhering in a bearer by virtue of the bearer's magnitude in proportion to the magnitude of another entity."", 'Examples: height to weight; brain size to body size; root to shoot ratio; urinary sodium to potassium ratio. waist-hip ratio.')",PATO:0001470
y,ratio,ratio,"('relative amount', 'factor', 'fraction', 'proportion')","('A ratio is a relational quality that is the proportion of the magnitude of two qualities of the same kind. [Allotrope]',)",http://purl.allotrope.org/ontologies/quality#AFQ:0000005
,ratio,ratio,(),"('""A dimensionless ratio unit which, given a pair of quantities a and b, for which b is a multiple of a, denotes b by giving the multiplier (coefficient) c for a to result in b."" [UOB:LKSR]',)",UO:0010006
,ratio,ratio,(),"('A ratio is a data item which is formed with two numbers r and s is written r/s, where r is the numerator and s is the denominator. The ratio of r to s is equivalent to the quotient r/s. \n',)",STATO:0000184
,ratio,ratio,(),"('A ratio is a data item which is formed with two numbers r and s is written r/s, where r is the numerator and s is the denominator. The ratio of r to s is equivalent to the quotient r/s.',)",STATO:0000184
y,raw,Raw,"('Unprocessed', 'Raw', 'Unaltered')","('Not processed or refined.',)",Thesaurus:C48188
,raw,Raw,"('Unprocessed', 'Raw', 'Unaltered')","('Not processed or refined.',)",Thesaurus:C48188
y,reactivity,Reaction,"('REACTIV', 'Reaction', 'Reactivity')","('A response generated by a stimulus.',)",Thesaurus:C25637
,reactivity,Reaction,"('REACTIV', 'Reaction', 'Reactivity')","('A response generated by a stimulus.',)",Thesaurus:C25637
,reactivity,response to,"('responsivity', 'reactivity', 'response')","(""A quality inhering in a bearer by virtue of the whether the bearer's disposition to react to a stimulus or an agent."",)",PATO:0000077
,reagent,Indicators and Reagents,"('Indicators', 'Reagent', 'Reagents and Indicators', 'Indicator', 'Reagents')","(""Substances used for the detection, identification, analysis, etc. of chemical, biological, or pathologic processes or conditions. Indicators are substances that change in physical appearance, e.g., color, at or approaching the endpoint of a chemical titration, e.g., on the passage between acidity and alkalinity. Reagents are substances used for the detection or determination of another substance by chemical or microscopical means, especially analysis. Types of reagents are precipitants, solvents, oxidizers, reducers, fluxes, and colorimetric reagents. (From Grant & Hackh's Chemical Dictionary, 5th ed, p301, p499)"",)",MESH:D007202
,reagent,Reagent,"('Reagent', 'reagent')","('Any natural or synthetic substance used in a chemical or biological reaction in order to produce, identify, or measure another substance.',)",Thesaurus:C802
,reagent,Reagent,"('Reagent', 'reagent')","('Any natural or synthetic substance used in a chemical or biological reaction in order to produce, identify, or measure another substance.',)",Thesaurus:C802
,reagent,Reagent,(),"('A chemical or a physical parameter used in an experiment.',)",https://w3id.org/reproduceme#Reagent
,reagent,Reagent,(),"('Any natural or synthetic substance used in a chemical or biological reaction in order to produce, identify, or measure another substance.',)",NCIT:C802
y,reagent,reagent,"('reactif', 'reagents', 'reactivo', 'reagent')","('A substance used in a chemical reaction to detect, measure, examine, or produce other substances.',)",CHEBI:33893
,reagent,reagent role,"('reagent',)","('A role inhering in a biological or chemical entity that is intended to be applied in a scientific technique to participate (or have molecular components that participate) in a chemical reaction that facilitates the generation of data about some entity distinct from the bearer, or the generation of some specified material output distinct from the bearer. [OBI]',)",OBI:0000086
,reagent name,Reagent Name,"('Reagent Name', 'Reagent_Name')","('The name of the reagent.',)",Thesaurus:C178970
y,reagent name,Reagent Name,"('Reagent Name', 'Reagent_Name')","('The name of the reagent.',)",Thesaurus:C178970
,rec,DNA replication licensing factor REC (fruit fly),"('CG31293', 'rec', 'fly-rec', 'protein mini chromosome maintenance-related (fruit fly)', 'protein recombination-defective (fruit fly)')","('A protein that is a translation product of the rec gene in fruit fly.', 'Category=organism-gene.')",PR:Q9VF30
,rec,Palmitoyltransferase ZDHHC2,"('Reduced Expression Associated with Metastasis Protein', 'Zinc Finger Protein 372', 'Zinc Finger DHHC-Type Palmitoyltransferase 2', 'Palmitoyltransferase ZDHHC2', 'EC 2.3.1.225', 'Zinc Finger DHHC Domain-Containing Protein 2', 'DHHC Domain-Containing Protein 2', 'Reduced Expression in Cancer Protein', 'DHHC-2', 'Ream', 'Rec')","('Palmitoyltransferase ZDHHC2 (367 aa, ~42 kDa) is encoded by the human ZDHHC2 gene. This protein is involved in the palmitoylation of protein substrates.',)",Thesaurus:C131512
,rec,Palmitoyltransferase ZDHHC2,"('Reduced Expression Associated with Metastasis Protein', 'Zinc Finger Protein 372', 'Zinc Finger DHHC-Type Palmitoyltransferase 2', 'Palmitoyltransferase ZDHHC2', 'EC 2.3.1.225', 'Zinc Finger DHHC Domain-Containing Protein 2', 'DHHC Domain-Containing Protein 2', 'Reduced Expression in Cancer Protein', 'DHHC-2', 'Ream', 'Rec')","('Palmitoyltransferase ZDHHC2 (367 aa, ~42 kDa) is encoded by the human ZDHHC2 gene. This protein is involved in the palmitoylation of protein substrates.',)",Thesaurus:C131512
,rec,palmitoyltransferase ZDHHC2,"('ZNF372', 'ZDHHC2', 'zinc finger protein 372', 'Ream', 'reduced expression associated with metastasis protein', 'zinc finger DHHC domain-containing protein 2', 'Rec', 'reduced expression in cancer protein', 'DHHC-2')","('A protein that is a translation product of the ZDHHC2 gene or a 1:1 ortholog thereof.', 'Category=gene. Flag=automatic.')",PR:000017613
,rec,rec,"('rec1', 'CG31293', 'rec-1', 'MCM8', 'CG14875', 'CG4828', 'DmelCG31293')","('The protein-coding gene rec (recombination-defective) located on the chromosome 3R mapped at 89A5-89A5.',)",NCBIGene:49241
,receptor,Receptor,"('Receptor Protein', 'Receptor', 'receptor')","('A protein located on the cell surface, or in the cytoplasm, that binds to a specific signaling factor, such as a hormone, antigen, or neurotransmitter, causing a conformational and functional change in the receptor molecule.  The ligand-bound receptor then alters its interaction with target molecules, which leads to changes in cellular physiology through modification of the activity of one or more signal transduction pathways.',)",NCIT:C18106
y,receptor,Receptor,"('Receptor Protein', 'Receptor', 'receptor')","('A protein located on the cell surface, or in the cytoplasm, that binds to a specific signaling factor, such as a hormone, antigen, or neurotransmitter, causing a conformational and functional change in the receptor molecule.  The ligand-bound receptor then alters its interaction with target molecules, which leads to changes in cellular physiology through modification of the activity of one or more signal transduction pathways.',)",Thesaurus:C18106
